store_nbr,family,actual_sales,predicted_sales,mae
49,SCHOOL AND OFFICE SUPPLIES,5729.0,6116.932373105386,40.034745814061864
15,DAIRY,16039.0,17136.82273973801,39.80345459143596
9,MEATS,17842.14804,18132.823857494426,39.79003198146218
2,BREAD/BAKERY,30127.014,31391.958346278843,39.685268294494456
27,POULTRY,19156.34296,19416.60943259652,39.60448071729168
33,MEATS,13034.56903,13537.174834724263,39.52602031723473
26,PERSONAL CARE,6238.0,6169.317582584998,39.44066553229832
30,PERSONAL CARE,4943.0,4862.549122199202,39.439311401997465
22,DAIRY,15708.0,16430.439075121656,39.354560417090525
53,HOME CARE,10837.0,10851.477220505581,39.198221858697224
27,PERSONAL CARE,11516.0,11510.428383817081,39.11104411822292
26,DAIRY,12096.0,12816.586567544111,38.918137933505584
37,PERSONAL CARE,12277.0,12180.8865184489,38.74288444193747
21,DELI,16290.706,16413.994560780313,38.58863348903809
13,DAIRY,13222.0,13935.469255864227,38.53095309518251
49,FROZEN FOODS,16816.295,17940.58898075991,38.311267265075564
49,DELI,22101.567,23041.288274665076,38.30881679236316
51,FROZEN FOODS,12685.886,12940.6747682882,38.27970835788419
54,BREAD/BAKERY,11635.0,11445.105240709081,38.055706078335795
49,EGGS,22621.0,23516.141426568025,37.80505013972301
26,POULTRY,7355.239001,7888.266535277194,37.72588442644418
32,"LIQUOR,WINE,BEER",1536.0,2399.0767542393237,37.45264908720049
3,DELI,17735.877,18651.970560420894,37.431808490291324
54,DELI,10985.424,11349.09228055646,37.38618789992288
19,POULTRY,6830.484977,6886.992076609469,37.11460187762571
41,HOME CARE,12640.0,12682.697852256824,37.108552300129176
18,EGGS,9122.0,9383.787075801698,36.98147592922699
30,DAIRY,13087.0,13742.36159080198,36.93647296024237
16,HOME CARE,8246.0,8333.534934552985,36.90661564187127
54,HOME CARE,11167.0,11220.703167999343,36.76632180997108
30,EGGS,6659.0,6630.33439461038,36.76489426194282
47,FROZEN FOODS,12795.76002,13589.00710960266,36.7197638701887
33,PERSONAL CARE,10336.0,10688.463519307106,36.65712278748474
53,DELI,11592.33001,12171.719360403678,36.6434457816012
2,HOME CARE,12699.0,13191.771777154785,36.57938085348069
53,PERSONAL CARE,11403.0,11900.97834303783,36.409994786197714
22,BREAD/BAKERY,7289.0,7293.301979582176,36.3596019337172
6,DELI,16593.725,17133.84113010923,36.08251665724636
54,DAIRY,12193.0,12103.634190552244,36.05844943297675
47,"LIQUOR,WINE,BEER",9825.0,9817.052120061322,35.826550783443615
53,BREAD/BAKERY,22953.25605,23610.051688678446,35.74920121856688
5,BREAD/BAKERY,16493.96998,16504.768207999896,35.70717206568703
3,FROZEN FOODS,17225.3,17726.27274823749,35.595103959085506
15,PERSONAL CARE,8834.0,8846.877465279278,35.530701379392966
16,DAIRY,12383.0,12750.25674416734,35.52408672988368
5,PERSONAL CARE,11465.0,11454.213743412047,35.51998338845821
12,PRODUCE,17145.14202,17264.6169300222,35.44992939393806
51,"LIQUOR,WINE,BEER",7120.0,7165.700389190704,35.43802055954875
5,MEATS,11956.05502,12093.797325476287,35.421489188158645
31,HOME CARE,14201.0,14575.007508717725,35.413927959642635
17,HOME CARE,14859.0,15257.635380889935,35.30222787609638
17,PERSONAL CARE,13501.0,13508.736363035663,35.25807548233361
10,PRODUCE,12030.14399,12164.205338347676,35.232708830787466
38,MEATS,8021.805021,7908.086233541915,35.2316567839922
31,DELI,12136.517,12398.556490279036,35.17288264405554
34,PERSONAL CARE,12203.0,12358.625962613158,35.0164771206641
39,POULTRY,11528.32905,12041.881215269903,34.58750807427528
36,MEATS,11259.64405,10854.368044262475,34.564068280508366
15,DELI,12523.0,12984.336902873149,34.45021165471973
35,MEATS,9606.67898,9867.583708662789,34.258585466411326
42,HOME CARE,10716.0,11239.999349687834,34.22523198849163
35,DAIRY,8751.0,9334.481449939507,33.9436319482186
40,DELI,13707.0,14410.015796231475,33.89611002121448
3,EGGS,23322.0,24233.09181784917,33.846621100386784
45,"LIQUOR,WINE,BEER",10836.0,10702.361996286756,33.8351409183399
25,FROZEN FOODS,5121.817002,4844.178598684237,33.825454409711
47,PREPARED FOODS,10881.39105,10948.901328423179,33.69409284368418
24,HOME CARE,12794.0,13050.069670964504,33.6725890168292
27,DELI,13910.77399,14084.812641276567,33.59049349677747
44,HOME AND KITCHEN I,5553.0,5971.249202411039,33.48576183527724
7,FROZEN FOODS,10575.757,11368.319347304727,33.414853094295054
40,EGGS,8514.0,8266.359199756509,33.40479100276731
41,DELI,11407.49201,12020.33145585899,33.39657262443239
14,HOME CARE,10020.0,10430.52558683549,33.33605176975076
3,"LIQUOR,WINE,BEER",10456.0,10909.484583908139,33.24567918518428
4,BREAD/BAKERY,17777.267,18642.833185520998,33.08773832174647
43,DELI,13549.72902,13453.615914408176,33.073939597059805
36,DELI,10214.16901,10498.793144746125,33.01828587663451
37,HOME CARE,11813.0,12177.589941490673,32.95291624719067
7,PERSONAL CARE,11604.0,11746.044935757116,32.80965371157455
8,PERSONAL CARE,16084.0,16527.553380408473,32.78835489252233
41,FROZEN FOODS,7214.62999,7481.837554917064,32.74768963485317
4,POULTRY,18786.25597,19271.747494238374,32.731186158184194
54,"LIQUOR,WINE,BEER",1550.0,1818.2910622066975,32.631398776608755
4,PERSONAL CARE,11280.0,11241.268676887566,32.59482923801819
49,"LIQUOR,WINE,BEER",12020.0,12157.716445562663,32.530871236206394
37,MEATS,10779.43601,10969.836183589186,32.315121049821144
36,HOME CARE,10456.0,10156.29621052127,32.31065432739654
20,EGGS,5639.0,5937.186848022715,32.2285168829684
32,PRODUCE,10453.12701,10493.332237705068,32.16409007565506
15,HOME CARE,10340.0,10584.133477138997,32.09412432138887
24,PERSONAL CARE,13051.0,13379.043728009998,32.07991743480566
3,PREPARED FOODS,11710.00698,12240.37478184614,32.002130322923705
23,BREAD/BAKERY,12182.10199,12767.332538662029,31.98255221185459
39,DELI,10275.471,11174.280366887764,31.823924293908473
22,SCHOOL AND OFFICE SUPPLIES,68.0,1520.5976962909542,31.79957725455426
2,PERSONAL CARE,12458.0,12756.230969543876,31.791151980128344
13,PRODUCE,9227.86299,9098.744274013889,31.78563021107584
18,PERSONAL CARE,8175.0,8732.75528089019,31.73491549638922
44,PREPARED FOODS,14474.58496,14854.501431577566,31.695090782621115
42,POULTRY,11343.89401,11930.177932346583,31.615221765656912
47,EGGS,17424.0,18130.592475130437,31.426593582440933
12,PERSONAL CARE,8519.0,8456.86979956624,31.346795697511187
48,FROZEN FOODS,9600.985006,9576.03917447132,31.23879622881878
43,HOME CARE,12213.0,11901.976906898339,31.110567521113836
40,POULTRY,8876.61202,9049.908833353556,31.05144770046992
17,MEATS,12496.66303,12696.329951456939,30.98584988720597
33,DELI,8861.0,8856.439096332691,30.85868440599969
12,EGGS,3246.0,3269.469955412125,30.79182053284066
36,FROZEN FOODS,4665.787996,4720.75078038175,30.74234121102279
1,DELI,5874.7100040000005,6626.690298766092,30.731974701924436
29,POULTRY,9583.42301,9824.823705247325,30.567289004291634
2,DELI,10688.296,10995.116723092875,30.52640599362754
51,DELI,12315.833,12701.650343812991,30.46376753806118
15,BREAD/BAKERY,7462.0,7529.9714831696365,30.382378825220872
22,PERSONAL CARE,7584.0,7674.564746024452,30.35933952062898
50,FROZEN FOODS,7606.612994,7885.662444786526,30.198469392214864
40,"LIQUOR,WINE,BEER",2178.0,2716.989501958201,30.174398206942367
53,FROZEN FOODS,6341.846,6565.164239760469,30.05322324019798
37,POULTRY,12324.54998,12698.498633302144,29.98817355349149
19,HOME CARE,9151.0,9386.101091109755,29.976966277291616
33,"LIQUOR,WINE,BEER",1724.0,2269.6720933000674,29.676731516688214
15,SCHOOL AND OFFICE SUPPLIES,69.0,1404.8235071210368,29.66207987382078
13,DELI,7842.0,8009.5128131698975,29.602799535133226
51,EGGS,16615.0,16909.35936037129,29.550322027434227
41,MEATS,10745.00902,10684.297061192781,29.503198206493707
53,"LIQUOR,WINE,BEER",4313.0,4787.263244082617,29.456688789373793
5,GROCERY II,2727.0,2704.5081672217107,29.36143475816372
42,MEATS,11476.45198,11806.827069979185,29.29850391943272
18,HOME CARE,9711.0,10091.57673743294,29.203323188294778
5,POULTRY,11093.516,11314.9735564394,29.102304063087246
12,DELI,10611.0,11157.657106039384,29.025919796089678
8,EGGS,15562.0,16225.508549236642,28.94414468898803
8,DELI,13626.75299,14336.122550370166,28.824899175765676
7,HOME AND KITCHEN I,2068.0,1877.4605020211516,28.760018937977822
27,FROZEN FOODS,6584.303979,6747.510228238594,28.75498292015814
4,DELI,9631.846,9958.767146700977,28.700341729082474
43,POULTRY,11778.94699,11719.971614858723,28.350141367198297
30,"LIQUOR,WINE,BEER",2019.0,2488.818838795152,28.060904621776732
26,BREAD/BAKERY,10242.0,10265.322781128018,27.961971237960167
18,POULTRY,9464.734,10188.800651652451,27.92970371341102
7,HOME CARE,11712.0,12103.15554876941,27.74771692922611
5,DELI,10579.047,10778.920850291453,27.746092936620713
27,MEATS,14413.55599,14470.372929362604,27.726257130067086
7,DELI,8751.683,9073.513422988613,27.72466240469103
17,BREAD/BAKERY,16002.0,16706.62897860726,27.67297971800877
49,PREPARED FOODS,10890.07799,11600.915807861715,27.516488749828863
54,PERSONAL CARE,8835.0,9070.928658808394,27.49653825124269
53,POULTRY,9716.27498,9997.849721418337,27.45161126274905
1,HOME CARE,8019.0,8222.249244472892,27.396336656115878
28,MEATS,10100.37898,10368.509825015666,27.305348658461664
7,"LIQUOR,WINE,BEER",8068.0,8443.359897722696,27.25311129191602
31,FROZEN FOODS,4283.6149940000005,4301.558763797339,27.240898220453673
10,PERSONAL CARE,8456.0,8352.81926296337,27.07371055582487
13,MEATS,7726.09508,7718.692864335085,27.064199933951638
49,HOME AND KITCHEN I,3000.0,2971.82147912633,27.04671660151583
25,POULTRY,8444.85801,7968.240665962753,27.028091104023474
16,DELI,7928.0,7931.705275630237,26.91559600047035
27,EGGS,11596.0,11793.10871018102,26.907758628824794
19,BREAD/BAKERY,8263.0,8071.927842315119,26.865506034143372
12,SCHOOL AND OFFICE SUPPLIES,82.0,1312.296738622982,26.80261812148778
21,"LIQUOR,WINE,BEER",4067.0,4081.737544087168,26.78358115839642
24,FROZEN FOODS,7995.854,8197.510744521387,26.354278463502684
10,MEATS,8423.73003,8080.225845807439,26.316514273304136
38,POULTRY,6392.635005,6628.609095085914,26.234426390013542
7,EGGS,12828.0,13533.664050283924,25.98774276180682
37,"LIQUOR,WINE,BEER",5083.0,5190.393014115468,25.913339580780168
13,EGGS,2575.0,2590.9830981064933,25.881254193782485
10,HOME CARE,8317.0,8532.302232572876,25.778576088255164
22,MEATS,5056.389967,5107.214164846189,25.760233763881907
13,BREAD/BAKERY,6022.0,6185.129245660125,25.68276736910215
19,PERSONAL CARE,9105.0,9256.011016067503,25.640515951337825
22,HOME CARE,8379.0,8536.926148012513,25.619987003359334
24,EGGS,10714.0,11121.545644831447,25.54075688454673
15,EGGS,4347.0,4064.4046829702047,25.21223396853921
10,EGGS,2107.0,2022.38119403298,25.174205436218475
1,PERSONAL CARE,6754.0,6588.635799892517,25.139180874186472
12,MEATS,7341.047014,7323.460334804884,25.06066848108421
42,DELI,8222.385,8708.605205749307,25.03430990609042
19,GROCERY II,1668.0,1597.978792336131,24.97698395374459
3,CELEBRATION,2180.0,2161.137214459076,24.783022186638515
33,BREAD/BAKERY,11382.0,11772.358096178237,24.652649751666964
25,HOME CARE,5099.0,4611.000304239347,24.61199044696693
52,GROCERY II,2749.0,2686.3341117768628,24.583020137772333
24,DELI,12851.751,13117.411532049453,24.537841995353723
25,DELI,6853.94,6471.15838528591,24.537812577829474
22,DELI,7380.0,7769.95103547864,24.485969533368085
10,POULTRY,6837.700006,6964.178842152617,24.432879251343287
21,POULTRY,8488.90502,8462.18550172747,24.41038492467758
22,EGGS,2728.0,2658.8504904437377,24.244671438932475
54,EGGS,3250.0,3423.426198943959,24.237064317941833
46,PREPARED FOODS,6965.376014,7238.436900334634,24.22893177153571
14,BREAD/BAKERY,7686.0,7817.600793553098,24.218280559551065
32,DAIRY,8330.0,8740.506258745922,24.208473140607122
43,MEATS,10224.55599,9970.830099470115,24.16585984022227
13,HOME CARE,7076.0,7289.6273968328005,24.125732419677608
34,HOME CARE,9906.0,10282.125238519637,24.08020147610778
9,FROZEN FOODS,5036.969008,5110.557772624832,24.05149037921919
36,"LIQUOR,WINE,BEER",2688.0,2655.271970015318,24.03435352208065
12,HOME CARE,8449.0,8850.654554272749,24.027111194805066
28,FROZEN FOODS,3667.131,3928.7297911501955,24.006013000709753
46,EGGS,7443.0,7986.221528471256,23.895752919496836
50,"LIQUOR,WINE,BEER",6303.0,6447.786254102302,23.80246765454362
19,"LIQUOR,WINE,BEER",2083.0,1939.5090264358619,23.606653071312707
30,BREAD/BAKERY,7644.0,7761.099446804329,23.50017742973815
8,FROZEN FOODS,8007.62399,8493.533826145027,23.466729440462625
49,HOME AND KITCHEN II,2900.0,2715.4041133221262,23.405782967243734
34,MEATS,8443.20603,8520.75120706814,23.39475536612924
16,PERSONAL CARE,6530.0,6725.435944668101,23.346670535717898
42,FROZEN FOODS,5581.372996,5796.999880259098,23.328266741599947
28,"LIQUOR,WINE,BEER",2586.0,3163.724192793725,23.1771518976198
36,POULTRY,5765.349991,5777.7315876379935,23.151608465186214
12,BREAD/BAKERY,8647.0,8634.317471596147,23.029210872466276
31,POULTRY,6421.348968,6347.188039884605,23.00434044188936
52,PREPARED FOODS,6095.217004,5893.743751379421,22.986558150656084
52,EGGS,10160.0,9889.615300211815,22.944452402710287
48,"LIQUOR,WINE,BEER",5716.0,5730.452948053548,22.930513645428615
35,HOME CARE,4863.0,5185.266121572283,22.698140555387823
35,PERSONAL CARE,4134.0,4237.047364972402,22.690920514061798
6,"LIQUOR,WINE,BEER",4388.0,4572.127805219483,22.576634424284304
25,EGGS,5619.0,5077.764409496526,22.554177524853618
6,FROZEN FOODS,7329.95,7619.8883334029915,22.486830790588428
40,FROZEN FOODS,3511.072,3672.3456898884388,22.484472383885745
6,HOME AND KITCHEN II,2497.0,2471.7438511079554,22.34366129655815
11,FROZEN FOODS,4431.51199,4703.738518077415,22.232740433359428
11,PREPARED FOODS,4929.298002,4900.805626692455,22.139843355356152
39,MEATS,8272.994024,8515.558051839864,22.002818410761478
13,SCHOOL AND OFFICE SUPPLIES,73.0,1071.0758174050566,21.963218084861857
26,HOME CARE,4236.0,4193.788428335525,21.892484983426222
45,EGGS,18691.0,19164.633458639833,21.760170110952405
41,POULTRY,9617.20398,9607.681392277349,21.706669698933204
9,PREPARED FOODS,5163.665991,5391.359428527231,21.694875534646084
34,DELI,10879.726,11097.14058360383,21.68450603902564
8,"LIQUOR,WINE,BEER",6799.0,6897.201758228309,21.667089811246182
32,DELI,4795.0,4911.705888893648,21.64983161939372
35,DELI,4385.0,4431.881142303941,21.635375875896955
21,FROZEN FOODS,4494.841992,4724.957502378935,21.404824026003396
14,POULTRY,4225.364984,4249.436719273225,21.347606264775834
2,HOME AND KITCHEN II,1449.0,1423.5109024787591,21.30863458343178
45,PREPARED FOODS,12154.417,12208.883464199851,21.185368499886682
16,BREAD/BAKERY,7174.0,7182.232528828052,21.11687996932497
28,PREPARED FOODS,3983.5679959999998,3922.5571776265315,21.095624717114756
19,MEATS,6937.856976,6744.270425188051,21.08165307163598
38,DELI,7363.864,7785.734643271484,21.080361479277506
37,DELI,7361.469004,7537.561638350294,20.975978326387057
26,"LIQUOR,WINE,BEER",1039.0,1719.8207178377406,20.966753079167326
35,FROZEN FOODS,2418.573,2362.1306616548713,20.96399067370992
8,PREPARED FOODS,7102.617986,7406.24284317499,20.82974042781739
39,"LIQUOR,WINE,BEER",2759.0,3488.730205333977,20.776759025606935
18,MEATS,5609.909,6135.793834798972,20.51380173269687
42,"LIQUOR,WINE,BEER",3346.0,3723.1685731206717,20.484338682591712
47,HOME AND KITCHEN I,3100.0,2823.9502667227703,20.42695813298335
12,POULTRY,7635.132985,7687.593485906783,20.383544924703195
44,GROCERY II,4511.0,4640.763237342619,20.349000260249152
7,PREPARED FOODS,6166.381014,6529.628171842869,20.324014192430457
17,FROZEN FOODS,5231.874,5503.752235470629,20.23948236853122
33,FROZEN FOODS,3330.797002,3599.144630648835,20.206662795656527
29,FROZEN FOODS,3928.875,4030.8619335498797,20.203688739758526
13,POULTRY,4674.976988,4954.692381036026,20.13284564000526
2,FROZEN FOODS,5368.967,5693.864780644035,20.046719189999124
23,PERSONAL CARE,6961.0,7119.978663862921,19.96527165829589
35,BREAD/BAKERY,4877.0,4670.93555193293,19.930561189053286
34,POULTRY,7122.602016,6849.364768722736,19.90958553303084
37,FROZEN FOODS,5590.886,5937.080902133395,19.900982044944957
44,HOME AND KITCHEN II,5556.0,5424.187430879453,19.850601238258207
1,EGGS,6130.0,6647.8056042214375,19.839562679455547
26,DELI,4297.9609980000005,4527.712650696099,19.82697723360102
18,"LIQUOR,WINE,BEER",2632.0,2906.147930205103,19.788220272825892
32,BREAD/BAKERY,5859.0,5696.013914226082,19.744208869273837
21,MEATS,5755.910005,5722.094823498886,19.65304048546451
15,MEATS,6214.07598,6204.915007205147,19.523956416231176
24,"LIQUOR,WINE,BEER",4311.0,4639.99359495944,19.48444730774155
4,"LIQUOR,WINE,BEER",4107.0,4367.651409692663,19.430894716610503
9,SCHOOL AND OFFICE SUPPLIES,2491.0,2526.833135384915,19.245222567913856
15,POULTRY,5035.3890169999995,5092.263780114443,19.19945982266107
23,DELI,6119.208996,6398.492597068163,19.095590136726532
45,HOME AND KITCHEN I,3462.0,3631.113579556354,18.98104900646731
32,PERSONAL CARE,3734.0,3905.8079154179945,18.950591839225687
17,SCHOOL AND OFFICE SUPPLIES,188.0,943.3037189177624,18.6561631638859
51,HOME AND KITCHEN II,2006.0,1985.332991522434,18.620421359901663
48,EGGS,5996.0,6432.824197305,18.573616385933533
1,FROZEN FOODS,5670.830999,5633.6169310990035,18.548917771800603
47,HOME AND KITCHEN II,3968.0,4108.159661819087,18.42569931565369
50,LADIESWEAR,987.0,1566.3986299854923,18.331972480103644
52,HOME AND KITCHEN I,2487.0,2544.216162790359,18.33013310451477
25,PERSONAL CARE,4968.0,4785.6182597093275,18.32680497380893
2,"LIQUOR,WINE,BEER",4141.0,4513.6315768735585,18.194267915166673
20,FROZEN FOODS,4195.401,4267.090515398399,18.10196152106993
41,GROCERY II,1984.0,1911.881108377097,18.074790186273336
23,HOME CARE,6187.0,6279.955278081231,17.96652821498942
2,EGGS,8260.0,8783.165808754504,17.934294860453203
23,FROZEN FOODS,3377.505,3581.732003649099,17.78620530510262
2,PREPARED FOODS,5075.56599,5226.67160218638,17.722607786787776
14,EGGS,1948.0,1942.738298993903,17.56184562144119
54,PREPARED FOODS,3990.0,3942.3911463424183,17.50587619617304
30,POULTRY,5200.120978,5258.899270757056,17.450867045445513
51,PREPARED FOODS,5907.698002,5877.623601094312,17.445754904658184
5,FROZEN FOODS,4589.812,4771.186511925583,17.429864760641607
46,"LIQUOR,WINE,BEER",5909.0,5892.884433507197,17.410221921206013
32,HOME CARE,4561.0,4688.70480068323,17.311495031333656
32,MEATS,3608.591002,3657.602966114588,17.300164363104642
44,AUTOMOTIVE,781.0,1396.0647472609505,17.280729724361844
45,SEAFOOD,4397.853004,4571.064184116232,17.22585363369255
38,FROZEN FOODS,5213.961,5361.89017045339,17.2129986048293
22,FROZEN FOODS,2657.723004,2757.363282387371,17.134231972622214
51,GROCERY II,2204.0,2086.71875687203,17.05318138127887
11,SCHOOL AND OFFICE SUPPLIES,463.0,1182.679462269104,17.005047245809553
35,POULTRY,2542.847994,2590.0669264633516,16.98274398510119
39,FROZEN FOODS,3680.832,3997.316701098689,16.972355555793378
33,PREPARED FOODS,1476.0,1888.0462196978976,16.965176504978384
50,HOME AND KITCHEN I,2666.0,2722.7874512923386,16.941362302901258
43,FROZEN FOODS,3321.907996,3226.950650217248,16.91363381505684
36,HOME AND KITCHEN I,1153.0,1155.8535277753545,16.90659289867729
3,HOME AND KITCHEN I,2804.0,2869.5512578911525,16.82466098110979
48,PREPARED FOODS,4658.94699,4705.910267350473,16.718209262626647
51,HOME AND KITCHEN I,1931.0,2227.405697749368,16.60754189888229
9,"LIQUOR,WINE,BEER",2689.0,2891.624252923579,16.586081367756506
41,EGGS,6515.0,6715.148409765316,16.542453440549707
30,DELI,5707.0,5835.271289430222,16.52271166530392
14,PREPARED FOODS,4209.0,4200.838205794405,16.348001385841325
23,"LIQUOR,WINE,BEER",2503.0,2658.7663301527064,16.211890656515454
6,EGGS,8627.0,9015.29344798195,16.153919155458635
3,GROCERY II,4023.0,4221.14615192643,16.13370705666352
10,BREAD/BAKERY,4758.0,5004.536384693815,16.06477135500273
34,"LIQUOR,WINE,BEER",1661.0,1910.3560635340932,15.900899902218626
49,GROCERY II,3419.0,3495.545996080651,15.820485778356971
11,GROCERY II,1417.0,1486.8208741802166,15.766983288130387
1,"LIQUOR,WINE,BEER",3957.0,4065.944998647195,15.692252488254672
29,HOME AND KITCHEN I,1360.0,1750.2132406460998,15.5496411132789
8,HOME AND KITCHEN II,2361.0,2128.0306409048176,15.466093080046665
19,EGGS,2917.0,3204.8001312728366,15.454136945302428
20,"LIQUOR,WINE,BEER",2474.0,2685.262483405551,15.395828046995959
24,GROCERY II,1714.0,1695.0398073948286,15.369443373617589
34,FROZEN FOODS,3242.443,3488.5930318823007,15.287193991505648
21,PREPARED FOODS,7377.65001,7121.789900719197,15.264774186219892
24,PREPARED FOODS,5453.396,5608.145652110254,15.205989471024637
42,EGGS,6652.0,7115.448908309152,15.197199920251432
46,HOME AND KITCHEN I,2109.0,2142.8175092546558,15.142014695708356
2,GROCERY II,2271.0,2246.7511172623376,15.132790069831564
45,HOME AND KITCHEN II,3960.0,3949.127414281627,14.986423942496945
6,LADIESWEAR,1215.0,1724.0987935869027,14.97435328541246
37,GROCERY II,2621.0,2577.4500591144974,14.946011772222933
18,HOME AND KITCHEN I,1254.0,1449.3928473048313,14.937747060556887
4,FROZEN FOODS,4626.239,4876.472035168733,14.93616868109995
37,EGGS,6141.0,6457.508268344309,14.82227205763306
30,MEATS,3371.672,3463.3021162693108,14.728994664921705
19,SCHOOL AND OFFICE SUPPLIES,69.0,723.2483806958376,14.704119322878523
13,"LIQUOR,WINE,BEER",1789.0,1816.3643021398416,14.644025032034676
17,"LIQUOR,WINE,BEER",2087.0,2377.8581848593453,14.578349413765954
38,PREPARED FOODS,3898.77801,3833.136063608118,14.44260477948994
50,HOME AND KITCHEN II,1887.0,2248.292029788229,14.421799993624504
10,HOME AND KITCHEN I,522.0,1031.9619527466184,14.415514759537686
6,PREPARED FOODS,4493.874979,4574.714998617084,14.404936321206234
44,SEAFOOD,4598.667,4726.074952797009,14.369377021341494
4,EGGS,6783.0,7155.803484334042,14.25388700475539
1,PREPARED FOODS,2861.655997,3028.9188401167376,14.161954605369003
54,FROZEN FOODS,1846.606,1971.3716668011657,14.153134356316052
53,PREPARED FOODS,3154.102,3139.208407147151,14.089861417551308
29,MEATS,5885.870993,5850.731896863408,14.068305607782007
12,"LIQUOR,WINE,BEER",1861.0,2175.1659769568732,14.05369017186742
33,HOME AND KITCHEN I,1437.0,1634.426483318016,13.969888447757928
26,FROZEN FOODS,1642.011007,1689.8792194059695,13.943444543370257
11,"LIQUOR,WINE,BEER",1998.0,2274.171321637915,13.879795892531451
54,POULTRY,3169.846985,3265.353089211058,13.87690829400744
37,HOME AND KITCHEN I,1360.0,1418.721038716015,13.79974073515421
5,"LIQUOR,WINE,BEER",2796.0,2911.734564184518,13.733649036767131
52,HOME AND KITCHEN II,2332.0,2285.861141279322,13.669671896690323
2,HOME AND KITCHEN I,878.0,1373.1560864549183,13.646245837082835
18,FROZEN FOODS,3053.909,3342.1853507340784,13.603500331133572
16,POULTRY,3371.053,3493.010392265102,13.572656922841151
20,SCHOOL AND OFFICE SUPPLIES,979.0,1058.9504734073198,13.544022065248575
8,HOME AND KITCHEN I,1974.0,2050.750448649488,13.459346326353687
12,PREPARED FOODS,1493.0,1759.479651811875,13.44823501974831
27,HOME AND KITCHEN I,1532.0,1731.7874587920592,13.433423427062428
39,PREPARED FOODS,2763.294998,2932.693570986582,13.35583184815604
21,HOME AND KITCHEN I,1866.0,1991.0312636250162,13.281013507386849
48,GROCERY II,2421.0,2423.2833709841602,13.158690473203384
49,SEAFOOD,3784.008017,3828.0263514999356,13.078793123586644
52,LAWN AND GARDEN,2721.0,2888.959962712297,13.023753627096962
37,PREPARED FOODS,3315.561997,3422.4046990987727,12.941609022306066
22,PREPARED FOODS,1656.0,1785.2051931378705,12.927777317563221
40,MEATS,6772.507005,6822.094000411498,12.849068343913077
40,PREPARED FOODS,2841.0,2779.0859560756826,12.792730282599779
50,PREPARED FOODS,3881.338017,3763.5108397566983,12.786818185279566
4,PREPARED FOODS,2336.836001,2303.6239736514276,12.751104096544736
32,POULTRY,2778.504006,2800.1643016152248,12.737173696800603
3,MAGAZINES,1258.0,1451.4714290280383,12.698391141356081
36,CELEBRATION,478.0,823.6253219577253,12.660662284994537
41,PREPARED FOODS,2845.255,2615.0242191426287,12.445313081789772
3,HOME AND KITCHEN II,2672.0,2743.863709679635,12.335472359062287
42,HOME AND KITCHEN I,1208.0,1165.7341197807327,12.300503210964331
50,EGGS,5434.0,5594.378126341431,12.288819660285235
9,HOME AND KITCHEN I,2319.0,2548.3571645469965,12.270026828076032
1,HOME AND KITCHEN I,1111.0,1331.438936026193,12.217857545891176
51,LAWN AND GARDEN,2252.0,2334.186431493535,12.126899930422823
18,PREPARED FOODS,2737.075,3056.7637632309275,12.112744869389374
41,HOME AND KITCHEN II,1665.0,1628.434868956068,12.098532854145505
31,PREPARED FOODS,3247.202996,3284.7523515702474,12.057627862601837
47,GROCERY II,2757.0,2942.2497136742136,11.996000085362095
14,"LIQUOR,WINE,BEER",960.0,1101.431433909336,11.96263791097657
38,EGGS,4461.0,4714.328924850873,11.83704026421591
53,HOME AND KITCHEN II,1224.0,1346.0339643397451,11.76888539833378
26,GROCERY II,730.0,800.0378398829355,11.707514287410364
40,HOME AND KITCHEN I,1648.0,1785.7259113180064,11.67082021948083
12,FROZEN FOODS,1928.699002,2023.7266578316012,11.644247690258162
27,PREPARED FOODS,3838.385994,3859.327272132384,11.619021547431574
20,PREPARED FOODS,3241.3800029999998,3356.3737514740533,11.588499154701097
45,LAWN AND GARDEN,1864.0,2118.5181308777046,11.549498077114007
37,HOME AND KITCHEN II,1271.0,1194.6547196534657,11.489040448274602
47,LADIESWEAR,1360.0,1520.693314328934,11.4873622685255
28,HOME AND KITCHEN I,1702.0,1935.8173891221932,11.43159122460374
3,SEAFOOD,4060.378001,4216.656952921183,11.399164032615525
5,PREPARED FOODS,2634.438,2617.346748552948,11.398208389359027
34,PREPARED FOODS,1605.615002,1692.6376376144,11.368415177248334
46,GROCERY II,2436.0,2506.7108342451234,11.332568443659099
16,FROZEN FOODS,1775.864006,1866.6918122747688,11.281707348480253
7,HOME AND KITCHEN II,1362.0,1234.318071342078,11.15031775990343
6,HOME AND KITCHEN I,1431.0,1672.6727550363396,11.14705887485399
54,HOME AND KITCHEN I,1055.0,1185.075767166525,11.116707503848215
53,EGGS,4535.0,4701.31488055127,11.061026911768735
3,LAWN AND GARDEN,2761.0,2943.7810321900433,10.997984016918284
23,HOME AND KITCHEN II,647.0,690.8378235177887,10.958966876914268
24,HOME AND KITCHEN II,1623.0,1680.8178412373325,10.948302401861794
44,CELEBRATION,1368.0,1444.9783166567936,10.920832378340746
14,FROZEN FOODS,2155.075004,2283.3288073253157,10.913455415530404
49,LAWN AND GARDEN,1542.0,1703.2931055103677,10.888281306234868
3,LADIESWEAR,2104.0,2215.9755658463864,10.880009647946146
