date,store_nbr,family,onpromotion,predicted_sales
2017-08-19,14,FROZEN FOODS,13,81.43720740214644
2017-08-19,14,GROCERY I,51,3627.788960418272
2017-08-19,14,GROCERY II,0,7.958898036100481
2017-08-19,14,HARDWARE,0,0.2986405060232626
2017-08-19,14,HOME AND KITCHEN I,0,11.893943325904953
2017-08-19,14,HOME AND KITCHEN II,0,26.72809425256498
2017-08-19,14,HOME APPLIANCES,0,0.25273018619689713
2017-08-19,14,HOME CARE,9,261.39184615407294
2017-08-19,14,LADIESWEAR,0,1.458456907395761
2017-08-19,14,LAWN AND GARDEN,0,1401.7391395576722
2017-08-19,14,LINGERIE,0,5.54566553483526
2017-08-19,14,"LIQUOR,WINE,BEER",0,29.59614570629544
2017-08-19,14,MAGAZINES,0,3.318340812162705
2017-08-19,14,MEATS,0,366.4826045265505
2017-08-19,14,PERSONAL CARE,11,307.07845978272036
2017-08-19,14,PET SUPPLIES,0,1.419665433219649
2017-08-19,14,PLAYERS AND ELECTRONICS,0,6.10306705316389
2017-08-19,14,POULTRY,0,184.4933487733014
2017-08-19,14,PREPARED FOODS,0,101.60978826188523
2017-08-19,14,PRODUCE,1,465.6874304280021
2017-08-19,14,SCHOOL AND OFFICE SUPPLIES,2,865.4179985578713
2017-08-19,14,SEAFOOD,2,6.844521900651225
2017-08-19,15,AUTOMOTIVE,0,5.692825007403653
2017-08-19,15,BABY CARE,1,1.6575673949830143
2017-08-19,15,BEAUTY,0,4.9956427471192395
2017-08-19,15,BEVERAGES,17,1728.498014939976
2017-08-19,15,BOOKS,0,0.0718338372796433
2017-08-19,15,BREAD/BAKERY,5,162.27980831299277
2017-08-19,15,CELEBRATION,0,5.579478201795564
2017-08-19,15,CLEANING,21,880.8552400002819
2017-08-19,15,DAIRY,10,303.2047757953827
2017-08-19,15,DELI,5,257.0881309913685
2017-08-19,15,EGGS,1,82.31269722877356
2017-08-19,15,FROZEN FOODS,13,89.18897635221931
2017-08-19,15,GROCERY I,61,2760.7000280237753
2017-08-19,15,GROCERY II,0,7.875250959549257
2017-08-19,15,HARDWARE,0,1.6171118638904032
2017-08-19,15,HOME AND KITCHEN I,1,13.935220368698722
2017-08-19,15,HOME AND KITCHEN II,1,20.811762725375242
2017-08-19,15,HOME APPLIANCES,0,0.278323145997241
2017-08-19,15,HOME CARE,9,208.44996422834862
2017-08-19,15,LADIESWEAR,0,8.582679279117992
2017-08-19,15,LAWN AND GARDEN,0,1406.8099226687832
2017-08-19,15,LINGERIE,1,25.65098001445763
2017-08-19,15,"LIQUOR,WINE,BEER",2,36.23151838049318
2017-08-19,15,MAGAZINES,0,2.785219109536
2017-08-19,15,MEATS,0,109.44633808808666
2017-08-19,15,PERSONAL CARE,10,169.7290099799219
2017-08-19,15,PET SUPPLIES,0,1.2606388257947836
2017-08-19,15,PLAYERS AND ELECTRONICS,0,6.6125260486978625
2017-08-19,15,POULTRY,0,99.02555214654454
2017-08-19,15,PREPARED FOODS,0,45.54600269276406
2017-08-19,15,PRODUCE,2,527.2049480230462
2017-08-19,15,SCHOOL AND OFFICE SUPPLIES,3,871.8449659546967
2017-08-19,15,SEAFOOD,1,5.212050530524128
2017-08-19,16,AUTOMOTIVE,0,6.527840335497054
2017-08-19,16,BABY CARE,0,0.34276156256223933
2017-08-19,16,BEAUTY,0,2.07305680673515
2017-08-19,16,BEVERAGES,22,1346.8574946171118
2017-08-19,16,BOOKS,0,0.0718338372796433
2017-08-19,16,BREAD/BAKERY,7,153.8875445053881
2017-08-19,16,CELEBRATION,0,7.049013265742828
2017-08-19,16,CLEANING,22,743.8926076195814
2017-08-19,16,DAIRY,7,272.03037896977764
2017-08-19,16,DELI,5,150.87176776962625
2017-08-19,16,EGGS,1,127.97332944272195
2017-08-19,16,FROZEN FOODS,9,77.17305891990121
2017-08-19,16,GROCERY I,49,2041.1009137148674
2017-08-19,16,GROCERY II,0,6.105954756643645
2017-08-19,16,HARDWARE,0,0.29716145256288923
2017-08-19,16,HOME AND KITCHEN I,0,17.44469420377648
2017-08-19,16,HOME AND KITCHEN II,0,19.132539296428
2017-08-19,16,HOME APPLIANCES,0,0.30799243241456553
2017-08-19,16,HOME CARE,8,243.47326109916568
2017-08-19,16,LADIESWEAR,0,0.0718338372796433
2017-08-19,16,LAWN AND GARDEN,0,1390.6721810497356
2017-08-19,16,LINGERIE,0,28.295625200711335
2017-08-19,16,"LIQUOR,WINE,BEER",2,86.6267891179625
2017-08-19,16,MAGAZINES,0,2.1419824087200583
2017-08-19,16,MEATS,0,49.832654015944804
2017-08-19,16,PERSONAL CARE,6,149.96957738939875
2017-08-19,16,PET SUPPLIES,0,1.4875969540550118
2017-08-19,16,PLAYERS AND ELECTRONICS,0,3.997169660549698
2017-08-19,16,POULTRY,0,68.85831571634282
2017-08-19,16,PREPARED FOODS,0,35.87245982774798
2017-08-19,16,PRODUCE,0,494.07708348702204
2017-08-19,16,SCHOOL AND OFFICE SUPPLIES,0,1390.6721810497356
2017-08-19,16,SEAFOOD,0,1.6150208280884752
2017-08-19,17,AUTOMOTIVE,0,10.276158378174916
2017-08-19,17,BABY CARE,0,0.8639486976091988
2017-08-19,17,BEAUTY,1,4.064404053104535
2017-08-19,17,BEVERAGES,16,3467.257911183479
2017-08-19,17,BOOKS,0,0.06922108920722612
2017-08-19,17,BREAD/BAKERY,9,303.4895200600175
2017-08-19,17,CELEBRATION,0,8.872177106258665
2017-08-19,17,CLEANING,16,1139.0424583067638
2017-08-19,17,DAIRY,18,652.9261386088965
2017-08-19,17,DELI,8,522.402163325558
2017-08-19,17,EGGS,1,148.8173900244488
2017-08-19,17,FROZEN FOODS,22,167.09146400552336
2017-08-19,17,GROCERY I,55,4858.887608530188
2017-08-19,17,GROCERY II,0,20.738235264127276
2017-08-19,17,HARDWARE,0,2.145974704800479
2017-08-19,17,HOME AND KITCHEN I,1,31.00841353544977
2017-08-19,17,HOME AND KITCHEN II,1,28.90135402879138
2017-08-19,17,HOME APPLIANCES,0,0.2506739919792117
2017-08-19,17,HOME CARE,9,290.96815132842096
2017-08-19,17,LADIESWEAR,0,0.3002127938522865
2017-08-19,17,LAWN AND GARDEN,0,1390.6721810497356
2017-08-19,17,LINGERIE,3,10.43142168108768
2017-08-19,17,"LIQUOR,WINE,BEER",2,88.30144501769512
2017-08-19,17,MAGAZINES,0,6.446803583285469
2017-08-19,17,MEATS,0,212.0667031632519
2017-08-19,17,PERSONAL CARE,11,286.9189819595367
2017-08-19,17,PET SUPPLIES,0,3.013182895060805
2017-08-19,17,PLAYERS AND ELECTRONICS,0,10.558602456073361
2017-08-19,17,POULTRY,1,389.0329916854214
2017-08-19,17,PREPARED FOODS,0,71.25548595845136
2017-08-19,17,PRODUCE,0,1356.8783846305064
2017-08-19,17,SCHOOL AND OFFICE SUPPLIES,6,83.21707511185168
2017-08-19,17,SEAFOOD,1,18.936737078012918
2017-08-19,18,AUTOMOTIVE,0,4.802438668574126
2017-08-19,18,BABY CARE,0,1.327499364680225
2017-08-19,18,BEAUTY,2,5.75613532680097
2017-08-19,18,BEVERAGES,28,2446.1208839355213
2017-08-19,18,BOOKS,0,0.06922108920722612
2017-08-19,18,BREAD/BAKERY,10,571.3803047125344
2017-08-19,18,CELEBRATION,0,13.471545418515367
2017-08-19,18,CLEANING,23,629.5136592032601
2017-08-19,18,DAIRY,21,577.4818913729287
2017-08-19,18,DELI,9,257.70483169621633
2017-08-19,18,EGGS,1,192.23248663079093
2017-08-19,18,FROZEN FOODS,19,90.7031955285126
2017-08-19,18,GROCERY I,61,2966.6371213856755
2017-08-19,18,GROCERY II,0,16.110880303043206
2017-08-19,18,HARDWARE,0,1.4237299481107089
2017-08-19,18,HOME AND KITCHEN I,0,28.644473433132493
2017-08-19,18,HOME AND KITCHEN II,1,27.671581306071445
2017-08-19,18,HOME APPLIANCES,0,0.23177810725063613
2017-08-19,18,HOME CARE,12,217.71807018076186
2017-08-19,18,LADIESWEAR,0,11.160012316242158
2017-08-19,18,LAWN AND GARDEN,0,1442.4020845306884
2017-08-19,18,LINGERIE,3,25.542356361620296
2017-08-19,18,"LIQUOR,WINE,BEER",3,93.26622397546562
2017-08-19,18,MAGAZINES,0,3.0185313534538794
2017-08-19,18,MEATS,0,100.1292152962983
2017-08-19,18,PERSONAL CARE,12,174.02774292063245
2017-08-19,18,PET SUPPLIES,0,4.697841970428047
2017-08-19,18,PLAYERS AND ELECTRONICS,0,10.051394489076705
2017-08-19,18,POULTRY,1,199.16683964531603
2017-08-19,18,PREPARED FOODS,0,58.380877010881875
2017-08-19,18,PRODUCE,1,1523.0316650588788
2017-08-19,18,SCHOOL AND OFFICE SUPPLIES,10,57.723195832530656
2017-08-19,18,SEAFOOD,4,19.10424842672815
2017-08-19,19,AUTOMOTIVE,0,8.151862433855335
2017-08-19,19,BABY CARE,0,0.6780956149517338
2017-08-19,19,BEAUTY,1,4.456996503477917
2017-08-19,19,BEVERAGES,22,3601.302498320804
2017-08-19,19,BOOKS,0,0.06922108920722612
2017-08-19,19,BREAD/BAKERY,7,229.95476265598234
2017-08-19,19,CELEBRATION,0,9.122457945697901
2017-08-19,19,CLEANING,19,1327.9414664394576
2017-08-19,19,DAIRY,11,446.90849296915655
2017-08-19,19,DELI,7,384.3506555603615
2017-08-19,19,EGGS,1,54.75614787823682
2017-08-19,19,FROZEN FOODS,13,65.35126482876798
2017-08-19,19,GROCERY I,62,4529.692057810074
2017-08-19,19,GROCERY II,0,28.41762150477991
2017-08-19,19,HARDWARE,0,1.9588440306402268
2017-08-19,19,HOME AND KITCHEN I,1,16.319900234791294
2017-08-19,19,HOME AND KITCHEN II,1,21.395780021348227
2017-08-19,19,HOME APPLIANCES,0,0.32735018716050895
2017-08-19,19,HOME CARE,5,246.72371100995346
2017-08-19,19,LADIESWEAR,0,12.617191697021845
2017-08-19,19,LAWN AND GARDEN,0,1390.6721810497356
2017-08-19,19,LINGERIE,0,6.842085831294395
2017-08-19,19,"LIQUOR,WINE,BEER",2,76.09124065495297
2017-08-19,19,MAGAZINES,0,3.7937261911525373
2017-08-19,19,MEATS,0,195.94754540173355
2017-08-19,19,PERSONAL CARE,12,257.94451122313217
2017-08-19,19,PET SUPPLIES,0,2.0376192063912377
2017-08-19,19,PLAYERS AND ELECTRONICS,0,8.010643345192028
2017-08-19,19,POULTRY,0,288.4719938297858
2017-08-19,19,PREPARED FOODS,0,32.03180509461268
2017-08-19,19,PRODUCE,1,561.2481495298518
2017-08-19,19,SCHOOL AND OFFICE SUPPLIES,5,888.8622587758612
2017-08-19,19,SEAFOOD,1,6.280255774861539
2017-08-19,20,AUTOMOTIVE,0,10.169340966497986
2017-08-19,20,BABY CARE,0,0.3074384657318604
2017-08-19,20,BEAUTY,1,6.748526011007574
2017-08-19,20,BEVERAGES,27,5473.030697938025
2017-08-19,20,BOOKS,0,0.06922108920722612
2017-08-19,20,BREAD/BAKERY,10,495.49627819837053
2017-08-19,20,CELEBRATION,0,10.058272156493427
2017-08-19,20,CLEANING,24,1446.2985853631528
2017-08-19,20,DAIRY,21,809.8654997233763
2017-08-19,20,DELI,9,735.9274278084011
2017-08-19,20,EGGS,1,108.64005456967058
2017-08-19,20,FROZEN FOODS,18,151.73070753568769
2017-08-19,20,GROCERY I,68,6589.559928000742
2017-08-19,20,GROCERY II,0,15.254173270526572
2017-08-19,20,HARDWARE,0,0.7185390246616737
2017-08-19,20,HOME AND KITCHEN I,1,27.092988187426663
2017-08-19,20,HOME AND KITCHEN II,0,21.704554891857356
2017-08-19,20,HOME APPLIANCES,0,0.06922108920722612
2017-08-19,20,HOME CARE,13,358.8309966575525
2017-08-19,20,LADIESWEAR,0,2.7313150294228445
2017-08-19,20,LAWN AND GARDEN,0,256.0946408109385
2017-08-19,20,LINGERIE,0,7.016106454267792
2017-08-19,20,"LIQUOR,WINE,BEER",4,107.29247156626418
2017-08-19,20,MAGAZINES,0,2.9944869073756104
2017-08-19,20,MEATS,0,328.47054407221634
2017-08-19,20,PERSONAL CARE,10,400.3188041489306
2017-08-19,20,PET SUPPLIES,0,5.547013726250137
2017-08-19,20,PLAYERS AND ELECTRONICS,0,9.041969489911802
2017-08-19,20,POULTRY,1,325.4251077748388
2017-08-19,20,PREPARED FOODS,0,84.9862805100517
2017-08-19,20,PRODUCE,1,1207.7192538613835
2017-08-19,20,SCHOOL AND OFFICE SUPPLIES,7,71.11395293045953
2017-08-19,20,SEAFOOD,4,21.635489892731695
2017-08-19,21,AUTOMOTIVE,0,16.150936695289086
2017-08-19,21,BABY CARE,0,0.664716025775122
2017-08-19,21,BEAUTY,1,5.865803722303515
2017-08-19,21,BEVERAGES,27,3149.6035934694737
2017-08-19,21,BOOKS,0,0.06922108920722612
2017-08-19,21,BREAD/BAKERY,9,417.68820623281084
2017-08-19,21,CELEBRATION,0,11.111111162669964
2017-08-19,21,CLEANING,26,1275.6389477878722
2017-08-19,21,DAIRY,15,603.2636929596049
2017-08-19,21,DELI,9,332.1285234883001
2017-08-19,21,EGGS,1,267.86696362673433
2017-08-19,21,FROZEN FOODS,17,172.6195671625562
2017-08-19,21,GROCERY I,64,4479.387038411588
2017-08-19,21,GROCERY II,0,19.170938325498756
2017-08-19,21,HARDWARE,0,0.515271182797303
2017-08-19,21,HOME AND KITCHEN I,1,48.64337040576738
2017-08-19,21,HOME AND KITCHEN II,2,36.0228057890472
2017-08-19,21,HOME APPLIANCES,0,0.30799243241456553
2017-08-19,21,HOME CARE,12,323.0714950805576
2017-08-19,21,LADIESWEAR,0,5.830944055993814
2017-08-19,21,LAWN AND GARDEN,0,903.435849141229
2017-08-19,21,LINGERIE,0,13.101716791420808
2017-08-19,21,"LIQUOR,WINE,BEER",5,157.33054839992076
2017-08-19,21,MAGAZINES,0,3.33800967551363
2017-08-19,21,MEATS,0,109.0818960441552
2017-08-19,21,PERSONAL CARE,11,303.7794901205742
2017-08-19,21,PET SUPPLIES,0,4.226445381873204
2017-08-19,21,PLAYERS AND ELECTRONICS,0,8.744635883231087
2017-08-19,21,POULTRY,0,211.10300372657366
2017-08-19,21,PREPARED FOODS,0,162.22043799708172
2017-08-19,21,PRODUCE,1,1314.6073159407235
2017-08-19,21,SCHOOL AND OFFICE SUPPLIES,0,1324.7200920031266
2017-08-19,21,SEAFOOD,2,10.938271480466486
2017-08-19,22,AUTOMOTIVE,0,5.92395774349609
2017-08-19,22,BABY CARE,0,0.27721822044600875
2017-08-19,22,BEAUTY,0,3.2749711357333777
2017-08-19,22,BEVERAGES,19,1804.874796694378
2017-08-19,22,BOOKS,0,0.06922108920722612
2017-08-19,22,BREAD/BAKERY,7,145.17518679650283
2017-08-19,22,CELEBRATION,0,9.617418081871108
2017-08-19,22,CLEANING,19,645.4491239966278
2017-08-19,22,DAIRY,10,327.0338371433225
2017-08-19,22,DELI,7,156.86628919603123
2017-08-19,22,EGGS,1,53.069875208779806
2017-08-19,22,FROZEN FOODS,14,121.36661293972514
2017-08-19,22,GROCERY I,58,2583.3393661149225
2017-08-19,22,GROCERY II,0,11.610367945851374
2017-08-19,22,HARDWARE,0,1.1436937728969796
2017-08-19,22,HOME AND KITCHEN I,2,30.71321859085935
2017-08-19,22,HOME AND KITCHEN II,1,23.235503846160853
2017-08-19,22,HOME APPLIANCES,0,0.06922108920722612
2017-08-19,22,HOME CARE,10,169.06260618214876
2017-08-19,22,LADIESWEAR,0,1.3234249079704374
2017-08-19,22,LAWN AND GARDEN,0,1395.6826664285236
2017-08-19,22,LINGERIE,0,5.838485065597313
2017-08-19,22,"LIQUOR,WINE,BEER",3,216.52982322225347
2017-08-19,22,MAGAZINES,0,4.585614492828147
2017-08-19,22,MEATS,0,102.1974086543261
2017-08-19,22,PERSONAL CARE,8,141.16464521022345
2017-08-19,22,PET SUPPLIES,0,1.676398988893889
2017-08-19,22,PLAYERS AND ELECTRONICS,0,7.7760196072262575
2017-08-19,22,POULTRY,0,145.79489493156126
2017-08-19,22,PREPARED FOODS,0,30.60171621164389
2017-08-19,22,PRODUCE,1,417.1844172244609
2017-08-19,22,SCHOOL AND OFFICE SUPPLIES,6,338.9350042902964
2017-08-19,22,SEAFOOD,2,4.6186638231594355
2017-08-19,23,AUTOMOTIVE,0,2.867472546084763
2017-08-19,23,BABY CARE,0,0.06922108920722612
2017-08-19,23,BEAUTY,2,4.073837094638921
2017-08-19,23,BEVERAGES,11,1551.437046857935
2017-08-19,23,BOOKS,0,0.25850456628274787
2017-08-19,23,BREAD/BAKERY,6,255.2866201476612
2017-08-19,23,CELEBRATION,0,12.839806719504892
2017-08-19,23,CLEANING,7,517.2341990450059
2017-08-19,23,DAIRY,14,482.8716477182425
2017-08-19,23,DELI,6,142.31401220527945
2017-08-19,23,EGGS,0,50.536829399761224
2017-08-19,23,FROZEN FOODS,0,89.81516450825866
2017-08-19,23,GROCERY I,32,2044.163801352711
2017-08-19,23,GROCERY II,0,28.72052683988568
2017-08-19,23,HARDWARE,0,0.6256258874765207
2017-08-19,23,HOME AND KITCHEN I,0,15.351779246022124
2017-08-19,23,HOME AND KITCHEN II,2,16.437901682573216
2017-08-19,23,HOME APPLIANCES,0,0.49683225236487155
2017-08-19,23,HOME CARE,6,123.04119570632666
2017-08-19,23,LADIESWEAR,0,16.858127988695284
2017-08-19,23,LAWN AND GARDEN,0,913.0387852258848
2017-08-19,23,LINGERIE,0,38.93847110846602
2017-08-19,23,"LIQUOR,WINE,BEER",6,83.11012164622736
2017-08-19,23,MAGAZINES,0,7.4503242717899365
2017-08-19,23,MEATS,0,457.72033962005713
2017-08-19,23,PERSONAL CARE,10,155.1752809543708
2017-08-19,23,PET SUPPLIES,0,5.338648749514125
2017-08-19,23,PLAYERS AND ELECTRONICS,0,6.327165533732104
2017-08-19,23,POULTRY,0,250.33457395256522
2017-08-19,23,PREPARED FOODS,0,35.45615648353371
2017-08-19,23,PRODUCE,5,1099.58907450721
2017-08-19,23,SCHOOL AND OFFICE SUPPLIES,0,1393.0662630951904
2017-08-19,23,SEAFOOD,0,15.110334595993805
2017-08-19,24,AUTOMOTIVE,0,3.3908037807185365
2017-08-19,24,BABY CARE,0,0.2778807115930045
2017-08-19,24,BEAUTY,1,5.899401024075961
2017-08-19,24,BEVERAGES,19,3915.4404429840947
2017-08-19,24,BOOKS,0,0.24843163158684514
2017-08-19,24,BREAD/BAKERY,12,918.1954784000403
2017-08-19,24,CELEBRATION,0,21.101961101133323
2017-08-19,24,CLEANING,10,1104.2427123390191
2017-08-19,24,DAIRY,20,1269.5200552122901
2017-08-19,24,DELI,10,305.4720410313738
2017-08-19,24,EGGS,0,242.2771185680673
2017-08-19,24,FROZEN FOODS,0,207.45716108346676
2017-08-19,24,GROCERY I,31,4297.546578837646
2017-08-19,24,GROCERY II,0,48.65763080496963
2017-08-19,24,HARDWARE,0,1.4007111655484359
2017-08-19,24,HOME AND KITCHEN I,1,24.456142278690084
2017-08-19,24,HOME AND KITCHEN II,3,35.43074377411122
2017-08-19,24,HOME APPLIANCES,0,0.24843163158684514
2017-08-19,24,HOME CARE,6,244.2677684020117
2017-08-19,24,LADIESWEAR,0,14.016511428378571
2017-08-19,24,LAWN AND GARDEN,0,39.07593186829476
2017-08-19,24,LINGERIE,0,13.396990995433407
2017-08-19,24,"LIQUOR,WINE,BEER",6,134.85348309342814
2017-08-19,24,MAGAZINES,0,16.237750473109386
2017-08-19,24,MEATS,0,417.6454789409808
2017-08-19,24,PERSONAL CARE,9,296.3136663119607
2017-08-19,24,PET SUPPLIES,0,20.44275599191663
2017-08-19,24,PLAYERS AND ELECTRONICS,0,11.414197121076585
2017-08-19,24,POULTRY,0,587.1216313970784
2017-08-19,24,PREPARED FOODS,0,131.11886301913015
2017-08-19,24,PRODUCE,5,3399.4977298078234
2017-08-19,24,SCHOOL AND OFFICE SUPPLIES,0,1401.9906749047143
2017-08-19,24,SEAFOOD,0,29.944009709670578
2017-08-19,25,AUTOMOTIVE,0,4.448654767233887
2017-08-19,25,BABY CARE,0,0.2318696486118463
2017-08-19,25,BEAUTY,1,4.994779512505253
2017-08-19,25,BEVERAGES,14,3523.4318463325003
2017-08-19,25,BOOKS,0,0.06887707246755713
2017-08-19,25,BREAD/BAKERY,9,534.6252064927829
2017-08-19,25,CELEBRATION,0,13.24077495425991
2017-08-19,25,CLEANING,8,760.9104146822675
2017-08-19,25,DAIRY,20,911.8076034380081
2017-08-19,25,DELI,7,208.30028989701307
2017-08-19,25,EGGS,0,185.51688581482514
2017-08-19,25,FROZEN FOODS,0,321.51018749053617
2017-08-19,25,GROCERY I,25,2510.1908488855665
2017-08-19,25,GROCERY II,0,28.746206006762932
2017-08-19,25,HARDWARE,0,2.0029023476644583
2017-08-19,25,HOME AND KITCHEN I,0,32.05327980440397
2017-08-19,25,HOME AND KITCHEN II,1,23.788748206198193
2017-08-19,25,HOME APPLIANCES,0,0.06887707246755713
2017-08-19,25,HOME CARE,4,165.25551474097028
2017-08-19,25,LADIESWEAR,0,0.06887707246755713
2017-08-19,25,LAWN AND GARDEN,0,38.76684393546817
2017-08-19,25,LINGERIE,0,7.861285229122835
2017-08-19,25,"LIQUOR,WINE,BEER",6,581.8104879777394
2017-08-19,25,MAGAZINES,0,17.386727878088017
2017-08-19,25,MEATS,0,312.29319618571395
2017-08-19,25,PERSONAL CARE,10,158.24161682625933
2017-08-19,25,PET SUPPLIES,0,7.100582150611323
2017-08-19,25,PLAYERS AND ELECTRONICS,0,8.956848660433819
2017-08-19,25,POULTRY,0,215.99767243860083
2017-08-19,25,PREPARED FOODS,0,53.04071273607387
2017-08-19,25,PRODUCE,2,2119.083222798679
2017-08-19,25,SCHOOL AND OFFICE SUPPLIES,0,1000.1516252172199
2017-08-19,25,SEAFOOD,0,9.231272359102348
2017-08-19,26,AUTOMOTIVE,0,6.539732026424615
2017-08-19,26,BABY CARE,0,0.06887707246755713
2017-08-19,26,BEAUTY,1,1.5256968417300603
2017-08-19,26,BEVERAGES,14,842.5365974100315
2017-08-19,26,BOOKS,0,0.06887707246755713
2017-08-19,26,BREAD/BAKERY,12,222.1945584516673
2017-08-19,26,CELEBRATION,0,6.854206484004479
2017-08-19,26,CLEANING,8,343.75152350258344
2017-08-19,26,DAIRY,10,242.94828393995238
2017-08-19,26,DELI,3,91.23551494927709
2017-08-19,26,EGGS,0,38.56359888387421
2017-08-19,26,FROZEN FOODS,0,38.98607924088743
2017-08-19,26,GROCERY I,28,1530.0547800197683
2017-08-19,26,GROCERY II,0,7.515102949708518
2017-08-19,26,HARDWARE,0,0.7314305797744366
2017-08-19,26,HOME AND KITCHEN I,0,12.408155542418276
2017-08-19,26,HOME AND KITCHEN II,0,10.146118385955914
2017-08-19,26,HOME APPLIANCES,0,0.311105184760109
2017-08-19,26,HOME CARE,4,83.25233116753081
2017-08-19,26,LADIESWEAR,0,0.2469881284638147
2017-08-19,26,LAWN AND GARDEN,0,311.21735119978547
2017-08-19,26,LINGERIE,0,345.600095506495
2017-08-19,26,"LIQUOR,WINE,BEER",6,42.20508303550655
2017-08-19,26,MAGAZINES,0,0.32572749957639796
2017-08-19,26,MEATS,0,288.55740913781193
2017-08-19,26,PERSONAL CARE,8,121.09211456608607
2017-08-19,26,PET SUPPLIES,0,3.167674908026199
2017-08-19,26,PLAYERS AND ELECTRONICS,2,4.060017725997589
2017-08-19,26,POULTRY,0,168.22393734470444
2017-08-19,26,PREPARED FOODS,0,27.61427117026085
2017-08-19,26,PRODUCE,3,472.7547981210762
2017-08-19,26,SCHOOL AND OFFICE SUPPLIES,0,1436.4245015999525
2017-08-19,26,SEAFOOD,0,3.6124199391333636
2017-08-19,27,AUTOMOTIVE,0,9.648809683564068
2017-08-19,27,BABY CARE,0,0.3580432699801124
2017-08-19,27,BEAUTY,2,4.544117965796384
2017-08-19,27,BEVERAGES,19,3398.1127825054987
2017-08-19,27,BOOKS,0,0.31248130753042264
2017-08-19,27,BREAD/BAKERY,12,577.9872304200389
2017-08-19,27,CELEBRATION,0,23.79225002171313
2017-08-19,27,CLEANING,11,839.8961093968651
2017-08-19,27,DAIRY,20,1034.2750177149205
2017-08-19,27,DELI,9,318.988102195502
2017-08-19,27,EGGS,0,238.45690072980932
2017-08-19,27,FROZEN FOODS,0,254.3165008278879
2017-08-19,27,GROCERY I,31,3928.8716988215183
2017-08-19,27,GROCERY II,0,34.784730769187554
2017-08-19,27,HARDWARE,0,4.920234818548717
2017-08-19,27,HOME AND KITCHEN I,0,23.423265234642464
2017-08-19,27,HOME AND KITCHEN II,2,34.840390622722495
2017-08-19,27,HOME APPLIANCES,0,0.2623995038655451
2017-08-19,27,HOME CARE,9,213.83385130330015
2017-08-19,27,LADIESWEAR,0,11.322640936947764
2017-08-19,27,LAWN AND GARDEN,0,51.22189800622938
2017-08-19,27,LINGERIE,0,13.314828452846877
2017-08-19,27,"LIQUOR,WINE,BEER",6,413.9873507178081
2017-08-19,27,MAGAZINES,0,6.260063938350429
2017-08-19,27,MEATS,0,295.0944515740666
2017-08-19,27,PERSONAL CARE,12,250.31894322626093
2017-08-19,27,PET SUPPLIES,0,13.194140955607946
2017-08-19,27,PLAYERS AND ELECTRONICS,1,12.569249099767768
2017-08-19,27,POULTRY,0,372.9703453422623
2017-08-19,27,PREPARED FOODS,0,93.48021630319624
2017-08-19,27,PRODUCE,3,2903.5895967588744
2017-08-19,27,SCHOOL AND OFFICE SUPPLIES,0,988.8939051029342
2017-08-19,27,SEAFOOD,0,19.54675861312962
2017-08-19,28,AUTOMOTIVE,0,7.7990296748997165
2017-08-19,28,BABY CARE,0,0.06887707246755713
2017-08-19,28,BEAUTY,1,4.558143566600768
2017-08-19,28,BEVERAGES,29,3852.232677150933
2017-08-19,28,BOOKS,0,0.06887707246755713
2017-08-19,28,BREAD/BAKERY,12,638.6610581803342
2017-08-19,28,CELEBRATION,0,20.18687671497766
2017-08-19,28,CLEANING,25,1423.7688872158733
2017-08-19,28,DAIRY,22,814.034912434315
2017-08-19,28,DELI,9,361.22734521403083
2017-08-19,28,EGGS,1,206.03285126905698
2017-08-19,28,FROZEN FOODS,15,125.02851342317777
2017-08-19,28,GROCERY I,64,6001.459949925237
2017-08-19,28,GROCERY II,0,26.634877374957508
2017-08-19,28,HARDWARE,0,1.106685605929503
2017-08-19,28,HOME AND KITCHEN I,0,38.51764530631515
2017-08-19,28,HOME AND KITCHEN II,2,24.84129289699936
2017-08-19,28,HOME APPLIANCES,0,0.7957964397068743
2017-08-19,28,HOME CARE,9,280.50986671276615
2017-08-19,28,LADIESWEAR,0,0.06887707246755713
2017-08-19,28,LAWN AND GARDEN,0,209.71335127563734
2017-08-19,28,LINGERIE,0,6.764574878756494
2017-08-19,28,"LIQUOR,WINE,BEER",7,97.66743485848546
2017-08-19,28,MAGAZINES,0,1.8407701111741266
2017-08-19,28,MEATS,0,193.27079538845697
2017-08-19,28,PERSONAL CARE,9,296.08847677859785
2017-08-19,28,PET SUPPLIES,0,6.545963139492537
2017-08-19,28,PLAYERS AND ELECTRONICS,0,5.9408694419486645
2017-08-19,28,POULTRY,0,234.20690590616937
2017-08-19,28,PREPARED FOODS,0,78.39540432916273
2017-08-19,28,PRODUCE,1,1593.0072130809253
2017-08-19,28,SCHOOL AND OFFICE SUPPLIES,0,411.22763822544204
2017-08-19,28,SEAFOOD,3,6.630685493917543
2017-08-19,29,AUTOMOTIVE,0,8.548929317747904
2017-08-19,29,BABY CARE,0,0.6413907553221645
2017-08-19,29,BEAUTY,0,4.744367911524129
2017-08-19,29,BEVERAGES,28,3172.8698588394627
2017-08-19,29,BOOKS,0,0.06687825275941693
2017-08-19,29,BREAD/BAKERY,11,688.2356966702301
2017-08-19,29,CELEBRATION,0,15.932671795465728
2017-08-19,29,CLEANING,25,991.1854279170991
2017-08-19,29,DAIRY,21,691.1482707347036
